Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,BsmtFinSF2_Cat,TieneEnclosedPorch,TieneScreenPorch,LotArea_Log,MSZoning,Alley,LotShape,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleCategory,HomeGarageType
38,74.0,8532,5,6,1954,1990,650.0,1213,0,84,1297,1297,0,0,1297,0,1,1,0,3,1,5,1,1954.0,2,498,0,0,0,0,0,0,0,10,2009,153000,NoBsmtFinSF2,0,0,9.051696278536586,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
39,68.0,7922,5,7,1953,2007,0.0,731,0,326,1057,1057,0,0,1057,1,0,1,0,3,1,5,0,1953.0,1,246,0,52,0,0,0,0,0,1,2010,109000,NoBsmtFinSF2,0,0,8.977525200965243,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Abnorml,20_Detchd
40,65.0,6040,4,5,1955,1955,0.0,0,0,0,0,1152,0,0,1152,0,0,2,0,2,2,6,0,0.0,0,0,0,0,0,0,0,0,0,6,2008,82000,NoBsmtFinSF2,0,0,8.706324840138741,RL,NoAlley,Reg,Inside,Edwards,Norm,Norm,Duplex/Townhouse,1Story,Gable,CompShg,AsbShng,Plywood,None,TA,TA,PConc,None,None,None,None,None,GasA,TA,N,FuseP,Fa,Typ,None,None,None,None,N,NoPool,NoFence,NoMisc,WD_AdjLand,90_None
41,84.0,8658,6,5,1965,1965,101.0,643,0,445,1088,1324,0,0,1324,0,0,2,0,3,1,6,1,1965.0,2,440,0,138,0,0,0,0,0,12,2006,160000,NoBsmtFinSF2,0,0,9.066354521447801,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,RFn,TA,TA,Y,NoPool,GdWo,NoMisc,WD_Abnorml,20_Attchd
42,115.0,16905,5,6,1959,1959,0.0,967,0,383,1350,1328,0,0,1328,0,1,1,1,2,1,5,2,1959.0,1,308,0,104,0,0,0,0,0,7,2007,170000,NoBsmtFinSF2,0,0,9.735423867488873,RL,NoAlley,Reg,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,P,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
43,69.0,9180,5,7,1983,1983,0.0,747,93,0,840,884,0,0,884,1,0,1,0,2,1,5,0,1983.0,2,504,240,0,0,0,0,0,0,12,2007,144000,HasBsmtFinSF2,0,0,9.1248914101437,RL,NoAlley,IR1,CulDSac,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,None,RFn,TA,Gd,Y,NoPool,MnPrv,NoMisc,WD_Normal,85_Attchd
44,69.0,9200,5,6,1975,1980,0.0,280,491,167,938,938,0,0,938,1,0,1,0,3,1,5,0,1977.0,1,308,145,0,0,0,0,0,0,7,2008,130250,HasBsmtFinSF2,0,0,9.127067452782361,RL,NoAlley,IR1,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,LwQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Detchd
45,70.0,7945,5,6,1959,1959,0.0,179,506,465,1150,1150,0,0,1150,1,0,1,0,3,1,6,0,1959.0,1,300,0,0,0,0,0,0,0,5,2006,141000,HasBsmtFinSF2,0,0,8.980423936374544,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,FuseA,TA,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
46,61.0,7658,9,5,2005,2005,412.0,456,0,1296,1752,1752,0,0,1752,1,0,2,0,2,1,6,1,2005.0,2,576,196,82,0,0,0,0,0,2,2010,319900,NoBsmtFinSF2,0,0,8.943636705909594,RL,NoAlley,Reg,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
47,48.0,12822,7,5,2003,2003,0.0,1351,0,83,1434,1518,631,0,2149,1,0,1,1,1,1,6,1,2003.0,2,670,168,43,0,0,198,0,0,8,2009,239686,NoBsmtFinSF2,0,1,9.458995712459116,RL,NoAlley,IR1,CulDSac,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Abnorml,50_Attchd
48,84.0,11096,8,5,2006,2006,0.0,24,0,1632,1656,1656,0,0,1656,0,0,2,0,3,1,7,0,2006.0,3,826,0,146,0,0,0,0,0,7,2007,249700,NoBsmtFinSF2,0,0,9.314430080500564,Comercial/Industrial,NoAlley,Reg,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
49,33.0,4456,4,5,1920,2008,0.0,0,0,736,736,736,716,0,1452,0,0,2,0,2,3,8,0,0.0,0,0,0,0,102,0,0,0,0,6,2009,113000,NoBsmtFinSF2,1,0,8.402231172946555,RM,NoAlley,Reg,Inside,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,None,None,None,N,NoPool,NoFence,NoMisc,New_Partial,190_None
50,66.0,7742,5,7,1966,1966,0.0,763,0,192,955,955,0,0,955,1,0,1,0,3,1,6,0,1966.0,1,386,0,0,0,0,0,0,0,1,2007,127000,NoBsmtFinSF2,0,0,8.954544488386723,RL,NoAlley,Reg,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Attchd
51,69.0,13869,6,6,1997,1997,0.0,182,0,612,794,794,676,0,1470,0,1,2,0,3,1,6,0,1997.0,2,388,0,75,0,0,0,0,0,7,2007,177000,NoBsmtFinSF2,0,0,9.537483513308878,RL,NoAlley,Irregular,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
52,52.0,6240,6,6,1934,1950,0.0,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,1985.0,2,528,112,0,0,0,0,0,400,9,2006,114500,NoBsmtFinSF2,0,0,8.738895704934043,RM,NoAlley,Reg,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Unf,TA,TA,Y,NoPool,MnPrv,Shed,WD_Normal,50_Detchd
53,110.0,8472,5,5,1963,1963,0.0,104,712,0,816,816,0,0,816,1,0,1,0,2,1,5,0,1963.0,2,516,106,0,0,0,0,0,0,5,2010,110000,HasBsmtFinSF2,0,0,9.044639916198465,RM,NoAlley,Irregular,Corner,IDOTRR,RRNn,Norm,Duplex/Townhouse,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,90_CarPort
54,68.0,50271,9,5,1981,1987,0.0,1810,0,32,1842,1842,0,0,1842,2,0,0,1,0,1,5,1,1981.0,3,894,857,72,0,0,0,0,0,11,2006,385000,NoBsmtFinSF2,0,0,10.825203541055348,RL,NoAlley,IR1,Inside,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,None,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
55,60.0,7134,5,5,1955,1955,0.0,384,0,0,384,1360,0,0,1360,0,0,1,0,3,1,6,1,1962.0,2,572,0,50,0,0,0,0,0,2,2007,130000,NoBsmtFinSF2,0,0,8.872767529910936,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,TA,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,80_Detchd
56,100.0,10175,6,5,1964,1964,272.0,490,0,935,1425,1425,0,0,1425,0,0,2,0,3,1,7,1,1964.0,2,576,0,0,0,407,0,0,0,7,2008,180500,NoBsmtFinSF2,0,0,9.227787285579904,RL,NoAlley,IR1,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
57,24.0,2645,8,5,1999,2000,456.0,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,1999.0,2,480,115,0,0,0,0,0,0,8,2009,172500,NoBsmtFinSF2,0,0,7.880804344674901,Comercial/Industrial,HasAlley,Reg,Inside,Somerst,Norm,Norm,Duplex/Townhouse,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Abnorml,160_Attchd
58,89.0,11645,7,5,2004,2004,0.0,0,0,860,860,860,860,0,1720,0,0,2,1,3,1,7,0,2004.0,2,565,0,70,0,0,0,0,0,8,2006,196500,NoBsmtFinSF2,0,0,9.362718052397065,RL,NoAlley,IR1,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
59,66.0,13682,10,5,2006,2006,1031.0,0,0,1410,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,2006.0,3,641,192,0,37,0,0,0,0,10,2006,438780,NoBsmtFinSF2,1,0,9.52390946537981,RL,NoAlley,Irregular,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,60_BuiltIn
60,60.0,7200,5,7,1972,1972,0.0,632,0,148,780,780,0,0,780,0,0,1,0,2,1,4,0,1973.0,1,352,196,0,0,0,0,0,0,1,2008,124900,NoBsmtFinSF2,0,0,8.881975184248867,RL,NoAlley,Reg,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,20_Detchd
61,63.0,13072,6,5,2004,2004,0.0,941,0,217,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2006.0,2,576,0,50,0,0,0,0,0,5,2006,158000,NoBsmtFinSF2,0,0,9.47830431356186,RL,NoAlley,Reg,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,New_Partial,20_Detchd
62,60.0,7200,5,7,1920,1996,0.0,0,0,530,530,581,530,0,1111,0,0,1,0,3,1,6,0,1935.0,1,288,0,0,144,0,0,0,0,3,2007,101000,NoBsmtFinSF2,1,0,8.881975184248867,RM,NoAlley,Reg,Inside,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,Fa,Typ,None,Unf,TA,TA,N,NoPool,NoFence,NoMisc,WD_Normal,75_Detchd
63,44.0,6442,8,5,2006,2006,178.0,24,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2006.0,2,484,120,49,0,0,0,0,0,10,2007,202500,NoBsmtFinSF2,0,0,8.770749549138642,RL,NoAlley,IR1,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
64,50.0,10300,7,6,1921,1950,0.0,0,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,1990.0,2,480,12,11,64,0,0,0,0,4,2010,140000,NoBsmtFinSF2,1,0,9.239996256883693,RM,NoAlley,IR1,Inside,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,GdPrv,NoMisc,WD_Normal,70_Detchd
65,69.0,9375,7,5,1997,1998,573.0,739,0,318,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,1998.0,2,645,576,36,0,0,0,0,0,2,2009,219500,NoBsmtFinSF2,0,0,9.145908511816794,RL,NoAlley,Reg,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,GdPrv,NoMisc,WD_Normal,60_Attchd
66,76.0,9591,8,5,2004,2005,344.0,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,2004.0,3,852,192,151,0,0,0,0,0,10,2007,317000,NoBsmtFinSF2,0,0,9.16868469670735,RL,NoAlley,Reg,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_BuiltIn
67,69.0,19900,7,5,1970,1989,287.0,912,0,1035,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,1970.0,2,576,301,0,0,0,0,0,0,7,2010,180000,NoBsmtFinSF2,0,0,9.898525260706313,RL,NoAlley,Reg,Inside,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
68,72.0,10665,7,5,2003,2003,167.0,1013,0,440,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,2003.0,2,558,144,29,0,0,0,0,0,6,2007,226000,NoBsmtFinSF2,0,0,9.274816391160547,RL,NoAlley,IR1,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
69,47.0,4608,4,6,1945,1950,0.0,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,1945.0,1,220,0,0,0,0,0,0,0,6,2010,80000,NoBsmtFinSF2,0,0,8.435766192720509,RM,NoAlley,Reg,Corner,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,30_Attchd
70,81.0,15593,7,4,1953,1953,0.0,603,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,1953.0,2,667,0,21,114,0,0,0,0,7,2006,225000,NoBsmtFinSF2,1,0,9.654641503869545,RL,NoAlley,Reg,Corner,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,50_Attchd
71,95.0,13651,7,6,1973,1973,1115.0,1880,0,343,2223,2223,0,0,2223,1,0,2,0,3,1,8,2,1973.0,2,516,300,0,0,0,0,0,0,2,2007,244000,NoBsmtFinSF2,0,0,9.521641310026597,RL,NoAlley,IR1,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
72,69.0,7599,4,6,1982,2006,0.0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,1987.0,2,360,0,0,0,0,0,0,0,6,2007,129500,NoBsmtFinSF2,0,0,8.935903526274423,RL,NoAlley,Reg,Corner,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Detchd
73,74.0,10141,7,5,1998,1998,40.0,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,1998.0,2,427,0,94,0,0,291,0,0,12,2009,185000,NoBsmtFinSF2,0,1,9.224440496354964,RL,NoAlley,IR1,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
74,85.0,10200,5,7,1954,2003,104.0,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,1989.0,2,490,0,0,0,0,0,0,0,5,2010,144900,HasBsmtFinSF2,0,0,9.23024103368252,RL,NoAlley,Reg,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,GdWo,NoMisc,WD_Normal,20_Attchd
75,60.0,5790,3,6,1915,1950,0.0,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1915.0,1,379,0,0,202,0,0,0,0,5,2010,107400,NoBsmtFinSF2,1,0,8.66406026722579,RM,NoAlley,Reg,Corner,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,50_Detchd
76,21.0,1596,4,5,1973,1973,0.0,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1973.0,1,297,120,101,0,0,0,0,0,11,2009,91000,NoBsmtFinSF2,0,0,7.3758821482150125,RM,NoAlley,Reg,Inside,MeadowV,Norm,Norm,Duplex/Townhouse,SLvl,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,GdWo,NoMisc,WD_Normal,180_BuiltIn
77,69.0,8475,4,7,1956,1956,0.0,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1956.0,1,283,0,0,0,0,0,0,0,4,2008,135750,NoBsmtFinSF2,0,0,9.04499391938819,RL,NoAlley,IR1,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Detchd
78,50.0,8635,5,5,1948,2001,0.0,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1948.0,1,240,0,0,0,0,0,0,0,1,2008,127000,HasBsmtFinSF2,0,0,9.063694791634697,RM,NoAlley,Reg,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,TA,Min1,None,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,50_Detchd
79,72.0,10778,4,5,1968,1968,0.0,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,0.0,0,0,0,0,0,0,0,0,0,4,2010,136500,NoBsmtFinSF2,0,0,9.285355075781629,RL,NoAlley,Reg,Inside,Sawyer,Norm,Norm,Duplex/Townhouse,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,None,None,None,None,Y,NoPool,NoFence,NoMisc,WD_Normal,90_None
80,60.0,10440,5,6,1910,1981,0.0,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,1966.0,2,440,74,0,128,0,0,0,0,5,2009,110000,NoBsmtFinSF2,1,0,9.25349564229011,RM,HasAlley,Reg,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,MnPrv,NoMisc,WD_Normal,50_Detchd
81,100.0,13000,6,6,1968,1968,576.0,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1968.0,1,509,0,72,0,0,252,0,0,6,2009,193500,NoBsmtFinSF2,0,1,9.472781556562168,RL,NoAlley,Reg,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,60_Attchd
82,32.0,4500,6,5,1998,1998,443.0,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,1998.0,2,405,0,199,0,0,0,0,0,3,2006,153500,NoBsmtFinSF2,0,0,8.412054873292933,RM,NoAlley,Reg,MultiFrontage,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Fin,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,120_Attchd
83,78.0,10206,8,5,2007,2007,468.0,33,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,2007.0,3,758,144,99,0,0,0,0,0,10,2008,245000,NoBsmtFinSF2,0,0,9.230829038403499,RL,NoAlley,Reg,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,RFn,TA,TA,Y,NoPool,NoFence,NoMisc,WD_Normal,20_Attchd
84,80.0,8892,5,5,1960,1960,66.0,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,1974.0,2,461,74,0,0,0,0,0,0,7,2007,126500,NoBsmtFinSF2,0,0,9.09301972939964,RL,NoAlley,IR1,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Unf,TA,TA,Y,NoPool,NoFence,NoMisc,COD_Normal,20_Detchd
85,69.0,8530,7,5,1995,1996,22.0,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,1995.0,2,400,120,72,0,0,0,0,700,5,2009,168500,NoBsmtFinSF2,0,0,9.051461866908694,RL,NoAlley,IR1,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,Fin,TA,TA,Y,NoPool,NoFence,Shed,WD_Normal,80_BuiltIn
