Id,OverallQual,GrLivArea,TotalBsmtSF,1stFlrSF,BsmtFinSF1,2ndFlrSF,GarageCars,YearBuilt,GarageArea
2755,6,1312,784.0,900,0.0,412,2.0,1947,649.0
2756,3,713,713.0,713,0.0,0,1.0,1930,371.0
2757,3,715,715.0,715,0.0,0,2.0,1929,660.0
2758,4,720,448.0,448,0.0,272,1.0,1900,280.0
2759,6,1595,663.0,774,338.0,821,2.0,1915,528.0
2760,4,1760,1077.0,981,0.0,779,2.0,1910,648.0
2761,6,1146,1083.0,1146,580.0,0,1.0,1963,294.0
2762,6,1207,1135.0,1207,701.0,0,1.0,1962,264.0
2763,6,1773,1313.0,1773,913.0,0,2.0,1961,418.0
2764,7,1472,0.0,1472,0.0,0,2.0,1959,484.0
2765,7,2448,1438.0,1900,636.0,548,2.0,1962,441.0
2766,4,1521,910.0,910,455.0,611,1.0,1950,597.0
2767,3,1040,0.0,1040,0.0,0,2.0,1950,400.0
2768,5,1556,1556.0,1556,0.0,0,0.0,1960,0.0
2769,5,1150,1150.0,1150,781.0,0,1.0,1961,288.0
2770,7,1045,1045.0,1045,809.0,0,2.0,1962,528.0
2771,5,864,864.0,864,468.0,0,1.0,1962,336.0
2772,5,1025,1025.0,1025,953.0,0,0.0,1962,0.0
2773,5,2014,716.0,1007,0.0,1007,2.0,1900,624.0
2774,5,1668,1212.0,1226,276.0,442,1.0,1948,240.0
2775,4,1657,1147.0,1147,284.0,510,1.0,1920,162.0
2776,6,1416,780.0,940,381.0,476,2.0,1900,400.0
2777,7,1428,712.0,848,208.0,580,2.0,1900,576.0
2778,7,1004,502.0,502,0.0,502,1.0,1930,200.0
2779,4,1951,938.0,1084,0.0,867,2.0,1900,576.0
2780,6,1032,1032.0,1032,143.0,0,1.0,1924,280.0
2781,5,844,844.0,844,0.0,0,1.0,1925,216.0
2782,4,864,576.0,864,0.0,0,1.0,1950,528.0
2783,3,1376,738.0,714,0.0,662,1.0,1905,216.0
2784,5,960,960.0,960,576.0,0,2.0,1955,576.0
2785,5,1566,816.0,816,0.0,750,2.0,1924,450.0
2786,3,492,492.0,492,416.0,0,1.0,1921,200.0
2787,6,1182,770.0,885,310.0,297,1.0,1945,378.0
2788,3,840,798.0,840,0.0,0,1.0,1920,250.0
2789,7,2104,1226.0,1226,0.0,878,2.0,1910,432.0
2790,5,1248,624.0,624,0.0,624,0.0,1920,0.0
2791,5,960,960.0,960,0.0,0,2.0,1958,624.0
2792,3,1020,1020.0,1020,0.0,0,0.0,1918,0.0
2793,6,1827,848.0,1017,0.0,810,1.0,1924,240.0
2794,3,1162,728.0,728,347.0,434,1.0,1930,258.0
2795,5,1324,741.0,741,0.0,583,1.0,1930,180.0
2796,5,816,816.0,816,0.0,0,1.0,1925,210.0
2797,6,2486,1595.0,1611,0.0,875,2.0,1962,576.0
2798,4,1430,596.0,834,0.0,596,2.0,1924,370.0
2799,5,1330,396.0,665,0.0,665,1.0,1910,390.0
2800,5,819,610.0,819,0.0,0,0.0,1919,0.0
2801,6,984,984.0,984,343.0,0,1.0,1930,308.0
2802,5,1422,806.0,1081,329.0,341,1.0,1951,288.0
2803,6,1921,1921.0,1921,0.0,0,2.0,1964,576.0
2804,5,1640,0.0,1640,0.0,0,2.0,1950,394.0
2805,5,1032,0.0,1032,0.0,0,1.0,1935,260.0
2806,5,879,830.0,879,0.0,0,1.0,1936,180.0
2807,7,1073,1073.0,1073,510.0,0,1.0,2004,246.0
2808,5,1064,1064.0,1064,779.0,0,2.0,1967,528.0
2809,6,934,912.0,934,456.0,0,1.0,1964,336.0
2810,5,1059,1059.0,1059,773.0,0,1.0,1966,286.0
2811,5,1458,1176.0,1458,194.0,0,2.0,1967,512.0
2812,6,1040,960.0,1040,794.0,0,2.0,1978,616.0
2813,5,1967,1967.0,1967,0.0,0,2.0,1977,580.0
2814,5,1949,1949.0,1949,483.0,0,2.0,1977,586.0
2815,5,872,872.0,872,0.0,0,1.0,1924,322.0
2816,7,1830,1865.0,1830,810.0,0,2.0,1967,521.0
2817,5,1000,1000.0,1000,104.0,0,2.0,1963,575.0
2818,5,810,782.0,810,535.0,0,2.0,1971,576.0
2819,7,1700,430.0,880,397.0,680,1.0,1980,450.0
2820,4,1350,967.0,1350,799.0,0,2.0,1954,504.0
2821,5,1150,799.0,799,230.0,351,1.0,1942,215.0
2822,6,2009,672.0,1337,0.0,672,3.0,1928,795.0
2823,6,3672,1836.0,1836,425.0,1836,2.0,1935,836.0
2824,5,1560,1776.0,1560,612.0,0,2.0,1962,528.0
2825,5,1488,0.0,1488,0.0,0,2.0,1952,569.0
2826,5,1057,1057.0,1057,0.0,0,1.0,1955,288.0
2827,6,1609,1000.0,1068,468.0,541,1.0,1953,305.0
2828,6,2559,868.0,1313,549.0,1246,2.0,1989,506.0
2829,6,1440,1344.0,1440,261.0,0,4.0,1993,920.0
2830,7,1876,1308.0,1308,0.0,568,3.0,2005,848.0
2831,7,1208,1208.0,1208,393.0,0,2.0,2005,632.0
2832,6,1846,1836.0,1846,1576.0,0,2.0,2006,495.0
2833,8,1590,1570.0,1590,1122.0,0,3.0,2005,754.0
2834,7,1809,945.0,945,0.0,864,2.0,2005,638.0
2835,7,1614,1614.0,1614,56.0,0,2.0,2005,576.0
2836,7,1596,784.0,784,0.0,812,2.0,2005,610.0
2837,6,1388,1388.0,1388,853.0,0,2.0,1968,522.0
2838,5,1100,1100.0,1100,0.0,0,2.0,1996,462.0
2839,6,1499,781.0,795,0.0,704,2.0,1995,473.0
2840,7,1425,1425.0,1425,846.0,0,2.0,1998,591.0
2841,7,1749,842.0,856,500.0,893,2.0,1999,515.0
2842,7,1779,951.0,951,894.0,828,2.0,1999,586.0
2843,6,1388,675.0,686,509.0,702,1.0,1977,317.0
2844,6,1282,995.0,1282,595.0,0,3.0,1978,672.0
2845,5,864,864.0,864,437.0,0,1.0,1972,297.0
2846,7,1762,826.0,878,456.0,884,2.0,2002,591.0
2847,6,1755,840.0,840,639.0,915,2.0,1999,530.0
2848,8,1358,1348.0,1358,872.0,0,2.0,2002,418.0
2849,7,1909,872.0,872,0.0,1037,2.0,2002,529.0
2850,8,2214,1090.0,1090,920.0,1124,3.0,1999,646.0
2851,7,2049,1065.0,1065,0.0,984,2.0,1996,467.0
2852,7,1939,1054.0,1070,796.0,869,3.0,1998,555.0
2853,7,1995,930.0,950,685.0,1045,2.0,1995,610.0
2854,6,848,848.0,848,717.0,0,2.0,2003,420.0
2855,7,1390,1390.0,1390,1000.0,0,2.0,2003,545.0
2856,7,1737,851.0,851,0.0,886,2.0,2006,578.0
2857,7,1611,784.0,784,0.0,827,2.0,2005,572.0
2858,7,1336,1336.0,1336,996.0,0,2.0,2005,502.0
2859,4,1436,676.0,760,173.0,676,2.0,1910,528.0
2860,6,1012,976.0,1012,976.0,0,0.0,1975,0.0
2861,5,1176,1176.0,1176,847.0,0,1.0,1969,360.0
2862,7,1724,796.0,806,0.0,918,2.0,2003,616.0
2863,6,914,914.0,914,475.0,0,0.0,2002,0.0
2864,7,2314,1150.0,1164,0.0,1150,2.0,2003,502.0
2865,6,1072,547.0,1072,547.0,0,2.0,2005,525.0
2866,7,1709,970.0,970,0.0,739,2.0,2004,380.0
2867,4,936,624.0,624,0.0,312,1.0,1948,265.0
2868,6,1338,832.0,846,0.0,492,2.0,1915,528.0
2869,4,1669,1093.0,1093,0.0,576,1.0,1924,288.0
2870,4,1482,954.0,1482,691.0,0,2.0,1954,609.0
2871,4,1414,864.0,964,0.0,0,0.0,1922,0.0
2872,2,498,498.0,498,0.0,0,1.0,1922,216.0
2873,4,1273,616.0,1055,0.0,218,1.0,1910,275.0
2874,5,1551,1058.0,1058,930.0,493,1.0,1938,240.0
2875,6,1340,780.0,816,780.0,524,1.0,1945,440.0
2876,7,1479,624.0,743,424.0,736,1.0,1926,312.0
2877,6,1510,755.0,755,305.0,755,1.0,1920,216.0
2878,7,1636,818.0,818,0.0,818,1.0,1919,288.0
2879,5,1465,992.0,992,646.0,473,1.0,1939,240.0
2880,5,1288,824.0,824,384.0,464,1.0,1941,240.0
2881,6,1550,817.0,940,0.0,610,1.0,1920,318.0
2882,5,1717,901.0,1125,602.0,592,1.0,1940,410.0
2883,7,1671,1022.0,1122,526.0,549,2.0,1929,451.0
2884,7,1609,637.0,959,0.0,650,3.0,1932,579.0
2885,6,1801,697.0,1104,0.0,697,2.0,1930,365.0
2886,5,2315,1168.0,1278,760.0,1037,1.0,1950,342.0
2887,5,976,976.0,976,305.0,0,1.0,1942,215.0
2888,6,1285,861.0,861,374.0,424,2.0,1926,506.0
2889,4,672,432.0,672,0.0,0,0.0,1925,0.0
2890,4,641,641.0,641,0.0,0,1.0,1925,272.0
2891,6,1638,967.0,967,0.0,671,1.0,1957,384.0
2892,3,729,0.0,729,0.0,0,0.0,1945,0.0
2893,5,1396,660.0,1060,0.0,336,0.0,1951,0.0
2894,3,936,216.0,576,0.0,360,0.0,1916,0.0
2895,8,1778,1573.0,1778,1573.0,0,2.0,2005,495.0
2896,8,1646,1594.0,1646,1564.0,0,2.0,2004,525.0
2897,6,1625,1625.0,1625,776.0,0,2.0,1979,576.0
2898,6,1664,1664.0,1664,0.0,0,2.0,1978,616.0
2899,8,1491,1491.0,1491,0.0,0,2.0,2001,490.0
2900,6,1210,1128.0,1210,576.0,0,2.0,1975,528.0
2901,6,1650,1632.0,1650,909.0,0,2.0,1958,518.0
2902,6,1403,1381.0,1403,1136.0,0,2.0,2000,470.0
2903,8,1960,1728.0,1960,1350.0,0,3.0,2005,714.0
2904,9,1838,1838.0,1838,1455.0,0,3.0,2005,682.0
2905,1,1600,0.0,1600,0.0,0,1.0,1951,270.0
2906,7,1368,1288.0,1368,1243.0,0,4.0,1997,784.0
2907,5,1304,264.0,616,0.0,688,1.0,1977,336.0
2908,5,874,864.0,874,441.0,0,1.0,1968,288.0
2909,5,1652,1652.0,1652,149.0,0,3.0,1970,928.0
2910,4,630,630.0,630,522.0,0,0.0,1970,0.0
2911,4,1092,546.0,546,252.0,546,1.0,1972,253.0
2912,5,1360,1104.0,1360,119.0,0,1.0,1969,336.0
2913,4,1092,546.0,546,408.0,546,1.0,1970,286.0
2914,4,1092,546.0,546,0.0,546,0.0,1970,0.0
2915,4,1092,546.0,546,0.0,546,0.0,1970,0.0
2916,4,1092,546.0,546,252.0,546,1.0,1970,286.0
2917,5,1224,1224.0,1224,1224.0,0,2.0,1960,576.0
2918,5,970,912.0,970,337.0,0,0.0,1992,0.0
2919,7,2000,996.0,996,758.0,1004,3.0,1993,650.0
